1073748241	0.542079	0.578867	
2147490065	0.583784	0.578867	
3221231889	0.540054	0.578867	
4294973713	0.539157	0.578867	
5368715537	0.539267	0.578867	
6442457361	0.540159	0.578867	
7516199185	0.539019	0.578867	
8589941009	0.573896	0.578867	
9663682833	0.575255	0.578867	
10737424657	0.572707	0.578867	
11811166481	0.574814	0.578867	
12884908305	0.572047	0.578867	
13958650129	0.570785	0.578867	
15032391953	0.572836	0.578867	
16106133777	0.571626	0.578867	
17179875601	0.572439	0.578867	
18253617425	0.572808	0.578867	
19327359249	0.579342	0.578867	
20401101073	0.566785	0.578867	
21474842897	0.539455	0.578867	
22548584721	0.539384	0.578867	
23622326545	0.539319	0.578867	
24696068369	0.539061	0.578867	
25769810193	0.554062	0.578867	
26843552017	0.572806	0.578867	
27917293841	0.558615	0.578867	
28991035665	0.556774	0.578867	
30064777489	0.577131	0.578867	
31138519313	0.561951	0.578867	
32212261137	0.554652	0.727126	
33286002961	0.556699	0.727126	
34359744785	0.553878	0.727126	
35433486609	0.558445	0.727126	
36507228433	0.570948	0.727126	
37580970257	0.574229	0.727126	
38654712081	0.571882	0.727126	
39728453905	0.576745	0.727126	
40802195729	0.572486	0.727126	
41875937553	0.572974	0.727126	
42949679377	0.573084	0.727126	
44023421201	0.573253	0.727126	
45097163025	0.571428	0.727126	
46170904849	0.559686	0.727126	
47244646673	0.559378	0.727126	
48318388497	0.557249	0.727126	
49392130321	0.556765	0.727126	
50465872145	0.558755	0.727126	
51539613969	0.557545	0.727126	
52613355793	0.555373	0.727126	
53687097617	0.557224	0.727126	
54760839441	0.556920	0.727126	
55834581265	0.537859	0.727126	
56908323089	0.538368	0.727126	
57982064913	0.538061	0.727126	
59055806737	0.538221	0.727126	
60129548561	0.538677	0.727126	
61203290385	0.557894	0.727126	
62277032209	0.559234	0.727126	
63350774033	0.556271	0.727126	
64424515857	0.556848	0.727126	
65498257681	0.557077	0.727126	
66571999505	0.556429	0.727126	
67645741329	0.573854	0.727126	
68719483153	0.575039	0.727126	
69793224977	0.607254	0.727126	
70866966801	0.669078	0.727126	
71940708625	0.670668	0.727126	
73014450449	0.653819	0.727126	
74088192273	0.657581	0.727126	
75161934097	0.652147	0.727126	
76235675921	0.655086	0.727126	
77309417745	0.665316	0.727126	
78383159569	0.665883	0.727126	
79456901393	0.671095	0.727126	
80530643217	0.653057	0.727126	
81604385041	0.648485	0.727126	
82678126865	0.648007	0.727126	
83751868689	0.650126	0.727126	
84825610513	0.642475	0.727126	
85899352337	0.652998	0.727126	
86973094161	0.651922	0.727126	
88046835985	0.669943	0.727126	
89120577809	0.662065	0.727126	
90194319633	0.653470	0.727126	
91268061457	0.649601	0.727126	
92341803281	0.644770	0.727126	
93415545105	0.652103	0.727126	
94489286929	0.650743	0.727126	
95563028753	0.639552	0.727126	
96636770577	0.613348	0.727126	
97710512401	0.652183	0.727126	
98784254225	0.650130	0.727126	
99857996049	0.653637	0.727126	
100931737873	0.673978	0.727126	
102005479697	0.648967	0.727126	
103079221521	0.657496	0.727126	
104152963345	0.656790	0.727126	
105226705169	0.647108	0.727126	
106300446993	0.657958	0.727126	
107374188817	0.656978	0.727126	
108447930641	0.730894	0.727126	
109521672465	0.827132	0.727126	
