1073741824	0.480464	0.454067	
2147483648	0.469996	0.454067	
3221225472	0.471660	0.454067	
4294967296	0.466206	0.454067	
5368709120	0.465323	0.454067	
6442450944	0.463377	0.454067	
7516192768	0.461734	0.454067	
8589934592	0.461229	0.454067	
9663676416	0.461532	0.454067	
10737418240	0.464851	0.454067	
11811160064	0.461530	0.454067	
12884901888	0.461336	0.454067	
13958643712	0.461446	0.454067	
15032385536	0.461059	0.454067	
16106127360	0.462018	0.454067	
17179869184	0.460999	0.454067	
18253611008	0.461722	0.454067	
19327352832	0.462632	0.454067	
20401094656	0.532292	0.454067	
21474836480	0.589532	0.609647	
22548578304	0.624666	0.609647	
23622320128	0.631625	0.609647	
24696061952	0.629704	0.609647	
25769803776	0.629208	0.609647	
26843545600	0.621412	0.609647	
27917287424	0.600557	0.609647	
28991029248	0.623930	0.609647	
30064771072	0.623429	0.609647	
31138512896	0.623348	0.609647	
32212254720	0.622152	0.609647	
33285996544	0.620419	0.666696	
34359738368	0.695458	0.672096	
35433480192	1.099993	0.679261	
36507222016	1.100453	0.690109	
37580963840	1.102991	0.706890	
38654705664	1.453462	0.732500	
39728447488	2.054111	0.771044	
40802189312	2.122079	0.828858	
41875931136	2.186081	0.916423	
42949672960	2.203194	1.052006	
44023414784	2.198983	1.267960	
45097156608	2.203365	1.615418	
46170898432	2.204219	2.124346	
47244640256	2.203376	2.608606	
48318382080	2.199653	2.759482	
49392123904	2.204112	2.763255	
50465865728	2.202150	2.759338	
51539607552	2.199814	2.755175	
52613349376	2.203213	2.751150	
53687091200	2.203509	2.747294	
54760833024	2.206708	2.743602	
55834574848	2.387893	2.740067	
56908316672	2.605953	2.736679	
57982058496	2.670367	2.733429	
59055800320	2.634561	2.730310	
60129542144	2.602631	2.727315	
61203283968	2.606196	2.724436	
62277025792	2.573581	2.721668	
63350767616	2.483169	2.719004	
64424509440	2.671449	2.716439	
65498251264	2.569212	2.713967	
66571993088	2.564844	2.711585	
67645734912	2.560139	2.709287	
68719476736	2.550614	2.707070	
69793218560	2.537815	2.704929	
70866960384	2.549738	2.702861	
71940702208	2.517400	2.700862	
73014444032	2.587030	2.698929	
74088185856	2.541871	2.697059	
75161927680	2.532422	2.695249	
76235669504	2.553108	2.693497	
77309411328	2.566510	2.691800	
78383153152	2.562940	2.690155	
79456894976	2.536118	2.688560	
80530636800	2.533103	2.687014	
81604378624	2.559250	2.685514	
82678120448	2.538041	2.684057	
83751862272	2.545833	2.682643	
84825604096	2.539154	2.681270	
85899345920	2.526587	2.679936	
86973087744	2.539769	2.678639	
88046829568	2.544609	2.677378	
89120571392	2.532833	2.676152	
90194313216	2.535754	2.674959	
91268055040	2.532682	2.673798	
92341796864	2.550124	2.672668	
93415538688	2.556191	2.671568	
94489280512	2.553975	2.670496	
95563022336	2.540846	2.669452	
96636764160	2.517520	2.668435	
97710505984	2.539182	2.667443	
98784247808	2.555953	2.666475	
99857989632	2.538411	2.665532	
100931731456	2.530054	2.664612	
102005473280	2.528692	2.663714	
103079215104	2.532654	2.662838	
104152956928	2.531493	2.661982	
105226698752	2.616395	2.661146	
106300440576	2.709775	2.660330	
107374182400	2.547998	2.659533	
